Date,Time,Uncorrected Out (cm/hr),Uncorrected In (cm/hr),Corrected Out (cm/hr),Corrected In (cm/hr),Sap Flow Out (kg/hr),Sap Flow In (kg/hr),Internal Battery Voltage (V),Internal Battery Temperature (°C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Message,
20/05/2018,20:00:00,-2.008,-2.814,-1.743,-3.136,-0.017,-0.031,4.12,9.60,not present,0.00,0.00,,
20/05/2018,20:10:00,-2.043,-2.815,-1.802,-3.137,-0.018,-0.031,4.11,9.10,not present,0.00,0.00,,
20/05/2018,20:20:00,-1.974,-2.826,-1.684,-3.156,-0.016,-0.031,4.10,9.10,not present,0.00,0.00,,
20/05/2018,20:30:00,-2.033,-2.874,-1.786,-3.240,-0.017,-0.032,4.10,9.00,not present,0.00,0.00,,
20/05/2018,20:40:00,-2.161,-2.823,-2.006,-3.152,-0.020,-0.031,4.09,8.80,not present,0.00,0.00,,
20/05/2018,20:50:00,-2.105,-2.974,-1.910,-3.411,-0.019,-0.034,4.09,8.89,not present,0.00,0.00,,
20/05/2018,21:00:00,-2.291,-3.008,-2.232,-3.471,-0.022,-0.034,4.08,8.80,not present,0.00,0.00,,
20/05/2018,21:10:00,-2.173,-3.073,-2.028,-3.583,-0.020,-0.035,4.08,8.70,not present,0.00,0.00,,
20/05/2018,21:20:00,-2.178,-2.996,-2.036,-3.450,-0.020,-0.034,4.08,8.60,not present,0.00,0.00,,
20/05/2018,21:30:00,-2.213,-3.059,-2.097,-3.558,-0.020,-0.035,4.07,8.70,not present,0.00,0.00,,
20/05/2018,21:40:00,-2.146,-3.090,-1.981,-3.613,-0.019,-0.036,4.07,8.50,not present,0.00,0.00,,
20/05/2018,21:50:00,-2.221,-2.959,-2.110,-3.387,-0.021,-0.033,4.07,8.30,not present,0.00,0.00,,
20/05/2018,22:00:00,-2.314,-2.998,-2.271,-3.454,-0.022,-0.034,4.06,8.10,not present,0.00,0.00,,
20/05/2018,22:10:00,-2.254,-3.165,-2.167,-3.742,-0.021,-0.037,4.06,7.90,not present,0.00,0.00,,
20/05/2018,22:20:00,-2.244,-3.175,-2.150,-3.760,-0.021,-0.037,4.06,7.80,not present,0.00,0.00,,
20/05/2018,22:30:00,-2.220,-3.122,-2.108,-3.669,-0.021,-0.036,4.05,8.00,not present,0.00,0.00,,
20/05/2018,22:40:00,-2.286,-3.074,-2.224,-3.584,-0.022,-0.035,4.04,8.10,not present,0.00,0.00,,
20/05/2018,22:50:00,-2.288,-3.269,-2.227,-3.921,-0.022,-0.039,4.04,8.10,not present,0.00,0.00,,
20/05/2018,23:00:00,-2.438,-3.106,-2.486,-3.641,-0.024,-0.036,4.02,8.30,not present,0.00,0.00,,
20/05/2018,23:10:00,-2.362,-3.125,-2.355,-3.674,-0.023,-0.036,4.01,8.39,not present,0.00,0.00,,
20/05/2018,23:20:00,-2.340,-3.314,-2.316,-3.999,-0.023,-0.039,4.01,8.39,not present,0.00,0.00,,
20/05/2018,23:30:00,-2.423,-3.161,-2.460,-3.736,-0.024,-0.037,3.99,8.30,not present,0.00,0.00,,
20/05/2018,23:40:00,-2.459,-3.127,-2.522,-3.677,-0.025,-0.036,3.98,8.30,not present,0.00,0.00,,
20/05/2018,23:50:00,-2.424,-3.119,-2.462,-3.663,-0.024,-0.036,3.98,8.20,not present,0.00,0.00,,
21/05/2018,00:00:00,-2.452,-3.187,-2.509,-3.780,-0.025,-0.037,3.97,8.50,not present,0.00,0.00,,
21/05/2018,00:10:00,-2.357,-3.219,-2.346,-3.836,-0.023,-0.038,3.96,8.60,not present,0.00,0.00,,
21/05/2018,00:20:00,-2.441,-3.088,-2.491,-3.609,-0.024,-0.036,3.96,8.50,not present,0.00,0.00,,
21/05/2018,00:30:00,-2.376,-3.150,-2.378,-3.716,-0.023,-0.037,3.96,8.50,not present,0.00,0.00,,
21/05/2018,00:40:00,-2.365,-3.205,-2.359,-3.811,-0.023,-0.038,3.95,8.60,not present,0.00,0.00,,
21/05/2018,00:50:00,-2.447,-3.201,-2.501,-3.804,-0.025,-0.038,3.95,8.60,not present,0.00,0.00,,
21/05/2018,01:00:00,-2.473,-3.127,-2.546,-3.677,-0.025,-0.036,3.94,8.70,not present,0.00,0.00,,
21/05/2018,01:10:00,-2.420,-3.337,-2.455,-4.039,-0.024,-0.040,3.94,8.60,not present,0.00,0.00,,
21/05/2018,01:20:00,-2.387,-3.225,-2.398,-3.846,-0.023,-0.038,3.94,8.60,not present,0.00,0.00,,
21/05/2018,01:30:00,-2.354,-3.155,-2.341,-3.724,-0.023,-0.037,3.94,8.70,not present,0.00,0.00,,
21/05/2018,01:40:00,-2.473,-3.067,-2.546,-3.573,-0.025,-0.035,3.94,8.60,not present,0.00,0.00,,
21/05/2018,01:50:00,-2.391,-3.177,-2.405,-3.764,-0.024,-0.037,3.93,8.50,not present,0.00,0.00,,
21/05/2018,02:00:00,-2.532,-3.201,-2.647,-3.805,-0.026,-0.038,3.93,8.70,not present,0.00,0.00,,
21/05/2018,02:10:00,-2.478,-3.169,-2.554,-3.750,-0.025,-0.037,3.93,8.39,not present,0.00,0.00,,
21/05/2018,02:20:00,-2.356,-3.324,-2.343,-4.018,-0.023,-0.040,3.93,8.50,not present,0.00,0.00,,
21/05/2018,02:30:00,-2.414,-3.179,-2.445,-3.766,-0.024,-0.037,3.92,8.70,not present,0.00,0.00,,
21/05/2018,02:40:00,-2.540,-3.216,-2.663,-3.831,-0.026,-0.038,3.92,8.70,not present,0.00,0.00,,
21/05/2018,02:50:00,-2.463,-3.061,-2.529,-3.563,-0.025,-0.035,3.92,8.30,not present,0.00,0.00,,
21/05/2018,03:00:00,-2.442,-3.061,-2.493,-3.563,-0.024,-0.035,3.91,8.60,not present,0.00,0.00,,
21/05/2018,03:10:00,-2.498,-3.216,-2.590,-3.830,-0.025,-0.038,3.91,8.50,not present,0.00,0.00,,
21/05/2018,03:20:00,-2.383,-3.139,-2.391,-3.697,-0.023,-0.036,3.91,8.50,not present,0.00,0.00,,
21/05/2018,03:30:00,-2.380,-3.186,-2.386,-3.779,-0.023,-0.037,3.90,8.50,not present,0.00,0.00,,
21/05/2018,03:40:00,-2.513,-3.225,-2.615,-3.845,-0.026,-0.038,3.90,8.50,not present,0.00,0.00,,
21/05/2018,03:50:00,-2.592,-3.239,-2.752,-3.871,-0.027,-0.038,3.90,8.39,not present,0.00,0.00,,
21/05/2018,04:00:00,-2.361,-3.270,-2.352,-3.924,-0.023,-0.039,3.89,8.70,not present,0.00,0.00,,
21/05/2018,04:10:00,-2.548,-3.069,-2.677,-3.576,-0.026,-0.035,3.89,8.60,not present,0.00,0.00,,
21/05/2018,04:20:00,-2.411,-3.383,-2.439,-4.118,-0.024,-0.041,3.88,8.60,not present,0.00,0.00,,
21/05/2018,04:30:00,-2.426,-3.121,-2.465,-3.667,-0.024,-0.036,3.88,8.70,not present,0.00,0.00,,
21/05/2018,04:40:00,-2.476,-3.232,-2.552,-3.858,-0.025,-0.038,3.88,8.70,not present,0.00,0.00,,
21/05/2018,04:50:00,-2.547,-3.232,-2.674,-3.857,-0.026,-0.038,3.87,8.70,not present,0.00,0.00,,
21/05/2018,05:00:00,-2.455,-3.297,-2.515,-3.971,-0.025,-0.039,3.87,8.70,not present,0.00,0.00,,
21/05/2018,05:10:00,-2.622,-3.255,-2.804,-3.898,-0.028,-0.038,3.86,8.80,not present,0.00,0.00,,
21/05/2018,05:20:00,-2.731,-3.224,-2.992,-3.843,-0.029,-0.038,3.86,8.80,not present,0.00,0.00,,
21/05/2018,05:30:00,-2.430,-3.263,-2.472,-3.911,-0.024,-0.039,3.85,8.89,not present,0.00,0.00,,
21/05/2018,05:40:00,-2.454,-3.238,-2.514,-3.868,-0.025,-0.038,3.85,8.80,not present,0.00,0.00,,
21/05/2018,05:50:00,-2.404,-3.385,-2.427,-4.123,-0.024,-0.041,3.85,8.89,not present,0.00,0.00,,
21/05/2018,06:00:00,-2.466,-3.254,-2.534,-3.895,-0.025,-0.038,3.84,8.89,not present,0.00,0.00,,
21/05/2018,06:10:00,-2.449,-3.242,-2.505,-3.875,-0.025,-0.038,3.84,8.89,not present,0.00,0.00,,
21/05/2018,06:20:00,-2.640,-3.327,-2.834,-4.022,-0.028,-0.040,3.84,8.89,not present,0.00,0.00,,
21/05/2018,06:30:00,-2.564,-3.300,-2.704,-3.976,-0.027,-0.039,3.83,8.70,not present,0.00,0.00,,
21/05/2018,06:40:00,-2.515,-3.367,-2.618,-4.091,-0.026,-0.040,3.83,8.50,not present,,,,
21/05/2018,06:50:00,-2.661,-3.417,-2.871,-4.178,-0.028,-0.041,3.83,8.60,not present,0.00,0.00,,
21/05/2018,07:00:00,-2.742,-3.486,-3.011,-4.297,-0.030,-0.042,3.82,8.80,not present,0.00,0.00,,
21/05/2018,07:10:00,-2.818,-3.505,-3.142,-4.330,-0.031,-0.043,3.82,9.10,present,0.00,0.00,,
21/05/2018,07:20:00,-2.821,-3.552,-3.148,-4.412,-0.031,-0.044,3.82,9.80,present,0.00,0.00,,
21/05/2018,07:30:00,-2.837,-3.698,-3.175,-4.664,-0.031,-0.046,3.82,10.30,present,0.00,0.00,,
21/05/2018,07:40:00,-2.978,-3.456,-3.420,-4.244,-0.034,-0.042,3.81,10.30,not present,0.00,0.00,,
21/05/2018,07:50:00,-2.857,-3.667,-3.210,-4.609,-0.032,-0.046,3.81,10.30,not present,0.00,0.00,,
21/05/2018,08:00:00,-2.937,-3.640,-3.348,-4.563,-0.033,-0.045,3.81,10.20,not present,0.00,0.00,,
21/05/2018,08:10:00,-2.989,-3.727,-3.437,-4.713,-0.034,-0.047,3.81,10.90,present,0.00,0.00,,
21/05/2018,08:20:00,-2.832,-3.681,-3.167,-4.634,-0.031,-0.046,3.81,11.50,present,0.00,0.00,,
21/05/2018,08:30:00,-2.898,-3.636,-3.281,-4.556,-0.032,-0.045,3.81,11.90,present,0.00,0.00,,
21/05/2018,08:40:00,-3.099,-3.624,-3.628,-4.536,-0.036,-0.045,3.80,11.90,present,0.00,0.00,,
21/05/2018,08:50:00,-2.895,-3.505,-3.275,-4.330,-0.032,-0.043,3.80,12.00,present,0.00,0.00,,
21/05/2018,09:00:00,-2.872,-3.621,-3.235,-4.530,-0.032,-0.045,3.80,12.20,present,0.00,0.00,,
21/05/2018,09:10:00,-2.792,-3.410,-3.097,-4.166,-0.030,-0.041,3.80,12.20,present,0.00,0.00,,
21/05/2018,09:20:00,-2.945,-3.411,-3.361,-4.167,-0.033,-0.041,3.79,12.20,present,0.00,0.00,,
21/05/2018,09:30:00,-2.828,-3.642,-3.159,-4.566,-0.031,-0.045,3.79,12.40,present,0.00,0.00,,
21/05/2018,09:40:00,-2.747,-3.590,-3.019,-4.477,-0.030,-0.044,3.79,12.60,present,0.00,0.00,,
21/05/2018,09:50:00,-2.891,-3.561,-3.268,-4.426,-0.032,-0.044,3.79,12.00,not present,0.00,0.00,,
21/05/2018,10:00:00,-2.812,-3.340,-3.132,-4.044,-0.031,-0.040,3.79,12.00,not present,0.00,0.00,,
21/05/2018,10:10:00,-2.433,-3.280,-2.478,-3.941,-0.024,-0.039,3.79,11.70,not present,0.00,0.00,,
21/05/2018,10:20:00,-2.895,-3.311,-3.276,-3.994,-0.032,-0.039,3.78,11.70,present,0.00,0.00,,
21/05/2018,10:30:00,-2.944,-3.362,-3.360,-4.082,-0.033,-0.040,3.79,12.00,present,0.00,0.00,,
21/05/2018,10:40:00,-2.726,-3.378,-2.983,-4.109,-0.029,-0.041,3.78,12.00,present,0.00,0.00,,
21/05/2018,10:50:00,-2.927,-3.337,-3.331,-4.039,-0.033,-0.040,3.78,12.00,present,0.00,0.00,,
21/05/2018,11:00:00,-2.781,-3.328,-3.079,-4.025,-0.030,-0.040,3.78,12.10,present,0.00,0.00,,
21/05/2018,11:10:00,-3.032,-3.501,-3.512,-4.323,-0.035,-0.043,3.78,12.50,present,0.00,0.00,,
21/05/2018,11:20:00,-2.669,-3.406,-2.885,-4.159,-0.028,-0.041,3.78,13.00,present,0.00,0.00,,
21/05/2018,11:30:00,-2.882,-3.545,-3.252,-4.399,-0.032,-0.043,,,,,,,
21/05/2018,11:40:00,-2.917,-3.455,-3.313,-4.243,-0.033,-0.042,3.78,13.80,present,0.00,0.00,,
21/05/2018,11:50:00,-2.787,-3.289,-3.089,-3.957,-0.030,-0.039,3.78,13.80,present,0.00,0.00,,
21/05/2018,12:00:00,-2.880,-3.578,-3.249,-4.455,-0.032,-0.044,3.78,13.80,present,0.00,0.00,,
21/05/2018,12:10:00,-2.811,-3.477,-3.131,-4.281,-0.031,-0.042,3.78,13.70,present,0.00,0.00,,
21/05/2018,12:20:00,-2.786,-3.309,-3.088,-3.992,-0.030,-0.039,3.78,14.50,present,0.00,0.00,,
21/05/2018,12:30:00,-2.845,-3.220,-3.190,-3.838,-0.031,-0.038,3.78,14.50,present,0.00,0.00,,
21/05/2018,12:40:00,-2.777,-3.291,-3.071,-3.960,-0.030,-0.039,3.77,13.90,present,0.00,0.00,,
21/05/2018,12:50:00,-2.998,-3.336,-3.453,-4.037,-0.034,-0.040,3.77,13.40,present,0.00,0.00,,
21/05/2018,13:00:00,-2.909,-3.415,-3.299,-4.174,-0.032,-0.041,3.77,13.10,present,0.00,0.00,,
21/05/2018,13:10:00,-2.715,-3.290,-2.965,-3.957,-0.029,-0.039,3.77,13.10,present,0.00,0.00,,
21/05/2018,13:20:00,-3.237,-3.587,-3.867,-4.472,-0.038,-0.044,3.78,15.70,present,0.00,0.00,,
21/05/2018,13:30:00,-3.309,-3.619,-3.991,-4.526,-0.039,-0.045,3.78,19.10,present,0.00,0.00,,
21/05/2018,13:40:00,-2.883,-3.409,-3.255,-4.165,-0.032,-0.041,3.77,17.20,present,0.00,0.00,,
21/05/2018,13:50:00,-2.978,-3.489,-3.419,-4.302,-0.034,-0.043,3.78,18.20,present,0.00,0.00,,
21/05/2018,14:00:00,-2.815,-3.420,-3.136,-4.183,-0.031,-0.041,3.77,16.50,present,0.00,0.00,,
21/05/2018,14:10:00,-3.032,-3.578,-3.512,-4.456,-0.035,-0.044,3.77,16.50,present,0.00,0.00,,
21/05/2018,14:20:00,-3.122,-3.559,-3.667,-4.424,-0.036,-0.044,3.77,17.50,present,0.00,0.00,,
21/05/2018,14:30:00,-2.975,-3.470,-3.414,-4.269,-0.034,-0.042,3.77,18.70,present,0.00,0.00,,
21/05/2018,14:40:00,-3.250,-3.791,-3.890,-4.824,-0.038,-0.048,3.80,27.20,present,20.12,134.10,,
21/05/2018,14:50:00,-2.878,-3.530,-3.246,-4.372,-0.032,-0.043,3.78,23.40,present,0.00,0.00,,
21/05/2018,15:00:00,-2.926,-3.536,-3.329,-4.383,-0.033,-0.043,3.78,21.60,present,0.00,0.00,,
21/05/2018,15:10:00,-2.852,-3.271,-3.201,-3.926,-0.032,-0.039,3.77,19.10,present,0.00,0.00,,
21/05/2018,15:20:00,-2.878,-3.395,-3.247,-4.140,-0.032,-0.041,3.77,17.79,present,0.00,0.00,,
21/05/2018,15:30:00,-2.812,-3.498,-3.132,-4.318,-0.031,-0.043,3.77,17.79,present,0.00,0.00,,
21/05/2018,15:40:00,-2.936,-3.514,-3.346,-4.346,-0.033,-0.043,3.77,17.60,present,0.00,0.00,,
21/05/2018,15:50:00,-2.931,-3.314,-3.337,-4.000,-0.033,-0.040,3.77,17.40,present,0.00,0.00,,
21/05/2018,16:00:00,-2.846,-3.262,-3.192,-3.909,-0.031,-0.039,3.77,16.60,present,0.00,0.00,,
21/05/2018,16:10:00,-2.809,-3.291,-3.128,-3.960,-0.031,-0.039,3.76,16.20,present,0.00,0.00,,
21/05/2018,16:20:00,-2.941,-3.447,-3.354,-4.229,-0.033,-0.042,3.76,16.50,present,0.00,0.00,,
21/05/2018,16:30:00,-2.883,-3.575,-3.255,-4.450,-0.032,-0.044,3.76,16.60,present,0.00,0.00,,
21/05/2018,16:40:00,-3.019,-3.381,-3.491,-4.115,-0.034,-0.041,3.76,17.00,present,0.00,0.00,,
21/05/2018,16:50:00,-2.814,-3.201,-3.13,,,,,,,,,,
21/05/2018,17:00:00,-2.759,-3.260,-3.040,-3.907,-0.030,-0.039,3.76,16.60,present,0.00,0.00,,
21/05/2018,17:10:00,-3.236,-3.674,-3.865,-4.622,-0.038,-0.046,3.77,21.20,present,8.22,112.80,,
21/05/2018,17:20:00,-2.787,-3.340,-3.088,-4.044,-0.030,-0.040,3.76,21.20,present,0.00,0.00,,
21/05/2018,17:30:00,-2.739,-3.387,-3.006,-4.126,-0.030,-0.041,3.76,19.70,present,0.00,0.00,,
21/05/2018,17:40:00,-2.718,-3.209,-2.969,-3.819,-0.029,-0.038,3.76,19.10,present,0.00,0.00,,
21/05/2018,17:50:00,-3.006,-3.504,-3.467,-4.328,-0.034,-0.043,3.77,20.70,present,0.00,0.00,,
21/05/2018,18:00:00,-2.841,-3.385,-3.182,-4.123,-0.031,-0.041,3.76,20.29,present,0.00,0.00,,
21/05/2018,18:10:00,-2.611,-3.230,-2.785,-3.854,-0.027,-0.038,3.76,19.70,present,0.00,0.00,,
21/05/2018,18:20:00,-2.737,-3.322,-3.003,-4.014,-0.030,-0.040,3.76,19.70,present,0.00,0.00,,
21/05/2018,18:30:00,-2.632,-3.130,-2.821,-3.682,-0.028,-0.036,3.76,19.29,present,0.00,0.00,,
21/05/2018,18:40:00,-2.646,-3.321,-2.844,-4.012,-0.028,-0.040,3.76,20.20,present,0.00,0.00,,
21/05/2018,18:50:00,-2.544,-3.356,-2.668,-4.072,-0.026,-0.040,3.75,19.40,present,0.00,0.00,,
21/05/2018,19:00:00,-2.666,-3.236,-2.880,-3.865,-0.028,-0.038,3.75,19.00,present,0.00,0.00,,
21/05/2018,19:10:00,-2.659,-3.197,-2.868,-3.797,-0.028,-0.037,3.75,18.40,present,0.00,0.00,,
21/05/2018,19:20:00,-2.622,-3.314,-2.804,-4.000,-0.028,-0.040,3.75,17.50,present,0.00,0.00,,
21/05/2018,19:30:00,-2.649,-3.020,-2.850,-3.492,-0.028,-0.034,3.75,16.90,present,0.00,0.00,,
21/05/2018,19:40:00,-2.695,-3.216,-2.930,-3.831,-0.029,-0.038,3.74,16.10,not present,0.00,0.00,,
21/05/2018,19:50:00,-2.641,-3.168,-2.836,-3.747,-0.028,-0.037,3.74,15.70,not present,0.00,0.00,,
21/05/2018,20:00:00,-2.681,-3.263,-2.906,-3.912,-0.029,-0.039,3.74,15.70,not present,0.00,0.00,,
21/05/2018,20:10:00,-2.655,-3.267,-2.860,-3.918,-0.028,-0.039,3.74,15.00,not present,0.00,0.00,,
21/05/2018,20:20:00,-2.683,-3.123,-2.910,-3.670,-0.029,-0.036,3.73,14.70,not present,0.00,0.00,,
21/05/2018,20:30:00,-2.698,-3.335,-2.936,-4.037,-0.029,-0.040,3.73,14.70,not present,0.00,0.00,,
21/05/2018,20:40:00,-2.750,-3.228,-3.025,-3.850,-0.030,-0.038,3.73,14.60,not present,0.00,0.00,,
21/05/2018,20:50:00,-2.714,-3.246,-2.963,-3.881,-0.029,-0.038,3.73,14.60,not present,0.00,0.00,,
21/05/2018,21:00:00,-2.722,-3.270,-2.977,-3.923,-0.029,-0.039,3.73,14.60,not present,0.00,0.00,,
21/05/2018,21:10:00,-2.732,-3.271,-2.994,-3.925,-0.029,-0.039,3.73,14.60,not present,0.00,0.00,,
21/05/2018,21:20:00,-2.679,-3.166,-2.902,-3.744,-0.029,-0.037,3.73,14.30,not present,0.00,0.00,,
21/05/2018,21:30:00,-2.657,-3.144,-2.865,-3.706,-0.028,-0.037,3.72,14.40,not present,0.00,0.00,,
21/05/2018,21:40:00,-2.698,-3.300,-2.935,-3.975,-0.029,-0.039,3.72,14.40,not present,0.00,0.00,,
21/05/2018,21:50:00,-2.610,-3.266,-2.783,-3.916,-0.027,-0.039,3.72,14.10,not present,0.00,0.00,,
21/05/2018,22:00:00,-2.783,-3.253,-3.082,-3.893,-0.030,-0.038,3.72,14.00,not present,0.00,0.00,,
21/05/2018,22:10:00,-2.747,-3.156,-3.020,-3.726,-0.030,-0.037,3.72,13.90,not present,0.00,0.00,,
21/05/2018,22:20:00,-2.695,-3.202,-2.930,-3.806,-0.029,-0.038,3.71,13.70,not present,0.00,0.00,,
21/05/2018,22:30:00,-2.735,-3.232,-2.999,-3.858,-0.029,-0.038,3.71,13.70,not present,0.00,0.00,,
21/05/2018,22:40:00,-2.665,-3.374,-2.878,-4.103,-0.028,-0.041,3.71,13.70,not present,0.00,0.00,,
21/05/2018,22:50:00,-2.784,-3.318,-3.083,-4.007,-0.030,-0.040,3.71,13.70,not present,0.00,0.00,,
21/05/2018,23:00:00,-2.709,-3.141,-2.954,-3.701,-0.029,-0.037,3.71,13.40,not present,0.00,0.00,,
21/05/2018,23:10:00,-2.782,-3.145,-3.081,-3.708,-0.030,-0.037,3.70,13.50,not present,0.00,0.00,,
21/05/2018,23:20:00,-2.801,-3.243,-3.113,-3.878,-0.031,-0.038,3.70,13.30,not present,0.00,0.00,,
21/05/2018,23:30:00,-2.708,-3.317,-2.952,-4.004,-0.029,-0.040,3.70,13.20,not present,0.00,0.00,,
21/05/2018,23:40:00,-2.716,-3.303,-2.966,-3.981,-0.029,-0.039,3.70,13.30,not present,0.00,0.00,,
21/05/2018,23:50:00,-2.739,-3.192,-3.006,-3.789,-0.030,-0.037,3.69,13.20,not present,0.00,0.00,,
22/05/2018,00:00:00,-2.637,-3.152,-2.829,-3.720,-0.028,-0.037,3.69,13.10,not present,0.00,0.00,,
22/05/2018,00:10:00,-2.688,-3.229,-2.917,-3.853,-0.029,-0.038,3.69,12.90,not present,0.00,0.00,,
22/05/2018,00:20:00,-2.653,-3.143,-2.856,-3.704,-0.028,-0.037,3.68,12.80,not present,0.00,0.00,,
22/05/2018,00:30:00,-2.762,-3.327,-3.045,-4.023,-0.030,-0.040,3.68,12.80,not present,0.00,0.00,,
22/05/2018,00:40:00,-2.749,-3.132,-3.024,-3.685,-0.030,-0.036,3.68,12.70,not present,0.00,0.00,,
22/05/2018,00:50:00,-2.748,-3.224,-3.021,-3.844,-0.030,-0.038,3.68,12.80,not present,0.00,0.00,,
22/05/2018,01:00:00,-2.612,-3.202,-2.786,-3.807,-0.027,-0.038,3.68,12.50,not present,0.00,0.00,,
22/05/2018,01:10:00,-2.791,-3.226,-3.096,-3.847,-0.030,-0.038,3.67,12.40,not present,0.00,0.00,,
22/05/2018,01:20:00,-2.784,-3.237,-3.083,-3.867,-0.030,-0.038,3.67,12.60,not present,0.00,0.00,,
22/05/2018,01:30:00,-2.796,-3.279,-3.104,-3.940,-0.031,-0.039,3.67,12.40,not present,0.00,0.00,,
22/05/2018,01:40:00,-2.812,-3.325,-3.131,-4.018,-0.031,-0.040,3.67,12.50,not present,0.00,0.00,,
22/05/2018,01:50:00,-2.694,-3.261,-2.928,-3.909,-0.029,-0.039,3.66,12.50,not present,0.00,0.00,,
22/05/2018,02:00:00,-2.755,-3.260,-3.034,-3.906,-0.030,-0.039,3.66,12.50,not present,0.00,0.00,,
22/05/2018,02:10:00,-2.747,-3.205,-3.020,-3.811,-0.030,-0.038,3.65,12.40,not present,0.00,0.00,,
22/05/2018,02:20:00,-2.832,-3.294,-3.166,-3.964,-0.031,-0.039,3.64,12.40,not present,0.00,0.00,,
22/05/2018,02:30:00,,,,,,,3.64,11.60,not present,0.00,0.00,skipped: low power.,
22/05/2018,02:40:00,,,,,,,3.63,11.50,not present,0.00,0.00,skipped: low power.,
22/05/2018,02:50:00,,,,,,,3.62,11.40,not present,0.00,0.00,skipped: low power.,
22/05/2018,03:00:00,,,,,,,3.61,11.50,not present,0.00,0.00,skipped: low power.,
22/05/2018,03:10:00,,,,,,,3.60,11.50,not present,0.00,0.00,skipped: low power.,
22/05/2018,03:20:00,,,,,,,3.60,11.50,not present,0.00,0.00,skipped: low power.,
22/05/2018,09:40:00,,,,,,,3.71,33.90,present,19.02,147.00,skipped: low power.,
22/05/2018,09:50:00,-2.116,-2.765,-1.930,-3.051,-0.019,-0.030,3.69,30.90,present,8.72,132.89,,
22/05/2018,10:00:00,-2.202,-2.730,-2.078,-2.991,-0.020,-0.029,3.68,26.50,present,0.00,0.00,,
22/05/2018,10:10:00,-2.156,-2.741,-1.998,-3.009,-0.019,-0.030,3.68,26.50,present,0.00,0.00,,
22/05/2018,10:20:00,-1.824,-2.648,-1.425,-2.849,-0.014,-0.028,3.71,35.59,present,18.21,153.60,,
22/05/2018,10:30:00,-1.845,-2.440,-1.460,-2.488,-0.014,-0.024,3.71,32.40,present,8.85,134.70,,
22/05/2018,10:40:00,-1.647,-2.257,-1.119,-2.173,-0.011,-0.021,3.70,26.30,present,0.00,0.00,,
22/05/2018,10:50:00,-1.729,-2.176,-1.260,-2.032,-0.012,-0.020,3.70,23.60,present,0.00,0.00,,
22/05/2018,11:00:00,-1.684,-2.249,-1.182,-2.159,-0.011,-0.021,3.70,23.40,present,0.00,0.00,,
22/05/2018,11:10:00,-1.409,-2.244,-0.707,-2.151,-0.007,-0.021,3.71,27.40,present,19.75,95.10,,
22/05/2018,11:20:00,-1.312,-1.978,-0.540,-1.691,-0.005,-0.016,3.75,36.00,present,19.24,143.39,,
22/05/2018,11:30:00,-1.121,-1.754,-0.209,-1.304,-0.002,-0.013,3.76,38.90,present,18.42,151.80,,
22/05/2018,11:40:00,-0.896,-1.835,0.179,-1.443,0.001,-0.014,3.77,40.00,present,19.07,145.20,,
22/05/2018,11:50:00,-0.389,-1.207,1.055,-0.357,0.010,-0.003,3.79,40.80,present,19.46,141.89,,
22/05/2018,12:00:00,-0.210,-1.130,1.364,-0.224,0.013,-0.002,3.79,40.80,present,19.01,146.10,,
22/05/2018,12:10:00,0.231,-0.550,2.128,0.776,0.021,0.007,3.79,40.80,present,19.01,146.10,,
22/05/2018,12:20:00,1.100,0.250,3.629,2.161,0.036,0.021,3.80,42.80,present,18.37,152.39,,
22/05/2018,12:30:00,0.919,0.019,3.318,1.761,0.033,0.017,3.80,38.70,present,17.62,160.50,,
22/05/2018,12:40:00,1.152,0.144,3.720,1.977,0.037,0.019,3.81,41.60,present,18.32,153.00,,
22/05/2018,12:50:00,1.514,0.651,4.345,2.853,0.043,0.028,3.82,41.90,present,19.64,140.70,,
22/05/2018,13:00:00,1.696,0.690,4.661,2.922,0.046,0.029,3.82,40.50,present,14.67,144.60,,
22/05/2018,13:10:00,1.388,0.542,4.127,2.665,0.041,0.026,3.81,30.50,present,7.20,77.69,,
22/05/2018,13:20:00,0.856,-0.134,3.209,1.496,0.032,0.014,3.81,30.50,present,7.20,77.69,,
22/05/2018,13:30:00,0.929,0.039,3.335,1.795,0.033,0.017,3.85,39.00,present,18.25,153.30,,
22/05/2018,13:40:00,1.171,0.285,3.753,2.221,0.037,0.022,3.87,41.30,present,19.67,140.10,,
22/05/2018,13:50:00,1.352,0.434,4.065,2.479,0.040,0.024,3.89,41.70,present,18.78,148.50,,
22/05/2018,14:00:00,1.476,0.654,4.279,2.859,0.042,0.028,3.91,42.30,present,19.64,140.70,,
22/05/2018,14:10:00,1.945,0.971,5.090,3.407,0.050,0.034,3.93,42.40,present,19.01,146.39,,
22/05/2018,14:20:00,1.877,0.952,4.972,3.374,0.049,0.033,3.93,35.80,present,8.50,112.50,,
22/05/2018,14:30:00,1.554,0.566,4.414,2.707,0.044,0.027,3.96,40.20,present,20.04,137.39,,
22/05/2018,14:40:00,1.727,0.704,4.714,2.946,0.047,0.029,3.98,41.90,present,20.57,133.20,,
22/05/2018,14:50:00,2.064,1.131,5.295,3.684,0.052,0.036,4.00,42.80,present,18.87,147.60,,
22/05/2018,15:00:00,1.845,0.867,4.918,3.228,0.049,0.032,4.01,42.10,present,19.18,144.89,,
