Date,Time,Uncorrected Out (cm/hr),Uncorrected In (cm/hr),Corrected Out (cm/hr),Corrected In (cm/hr),Sap Flow Out (kg/hr),Sap Flow In (kg/hr),Internal Battery Voltage (V),Internal Battery Temperature (∞C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Message
5/8/18,18:10:00,15.408,13.204,28.358,24.548,0.283,0.245,4.2,34.5,present,17.84,36.9,
5/8/18,18:20:00,14.611,11.849,26.98,22.207,0.269,0.222,4.2,34.7,present,17.84,37.2,
5/8/18,18:30:00,12.603,10.647,23.511,20.131,0.235,0.201,4.18,32.7,present,0,0,
5/8/18,18:40:00,9.496,7.925,18.141,15.425,0.181,0.154,4.18,30.5,present,0,0,
5/8/18,18:50:00,7.952,6.221,15.473,12.481,0.154,0.124,4.17,29.3,present,0,0,
5/8/18,19:00:00,6.886,5.657,13.63,11.506,0.136,0.115,4.16,29.3,present,0,0,
5/8/18,19:10:00,6.618,5.34,13.166,10.958,0.131,0.109,4.15,28.9,present,0,0,
5/8/18,19:20:00,6.06,5.167,12.202,10.659,0.122,0.106,4.15,28.6,present,0,0,
5/8/18,19:30:00,5.406,4.198,11.072,8.984,0.11,0.089,4.14,28.2,not present,0,0,
5/8/18,19:40:00,4.804,3.663,10.032,8.059,0.1,0.08,4.13,27.7,not present,0,0,
5/8/18,19:50:00,4.347,3.347,9.241,7.514,0.092,0.075,4.13,27.4,not present,0,0,
5/8/18,20:00:00,3.753,2.578,8.216,6.184,0.082,0.061,4.12,27.2,not present,0,0,
5/8/18,20:10:00,3.607,2.484,7.962,6.022,0.079,0.06,4.11,26.9,not present,0,0,
5/8/18,20:20:00,3.094,2.085,7.075,5.332,0.07,0.053,4.11,26.8,not present,0,0,
5/8/18,20:30:00,2.89,1.937,6.723,5.077,0.067,0.05,4.1,26.9,not present,0,0,
5/8/18,20:40:00,2.816,1.733,6.596,4.725,0.065,0.047,4.09,26.6,not present,0,0,
5/8/18,20:50:00,2.691,1.712,6.379,4.688,0.063,0.046,4.09,26,not present,0,0,
5/8/18,21:00:00,2.439,1.333,5.943,4.032,0.059,0.04,4.08,26.3,not present,0,0,
5/8/18,21:10:00,2.36,1.207,5.807,3.815,0.058,0.038,4.08,26.3,not present,0,0,
5/8/18,21:20:00,2.188,1.213,5.51,3.825,0.055,0.038,4.07,26,not present,0,0,
5/8/18,21:30:00,2.007,1.154,5.197,3.723,0.051,0.037,4.07,26.5,not present,0,0,
5/8/18,21:40:00,1.99,1.277,5.168,3.935,0.051,0.039,4.06,26.1,not present,0,0,
5/8/18,21:50:00,2.407,1.424,5.889,4.189,0.058,0.041,4.06,26.1,not present,0,0,
5/8/18,22:00:00,2.551,1.374,6.138,4.103,0.061,0.041,4.06,26,not present,0,0,
5/8/18,22:10:00,2.459,1.31,5.978,3.992,0.059,0.039,4.05,25.2,not present,0,0,
5/8/18,22:20:00,2.938,1.794,6.806,4.829,0.068,0.048,4.05,24.7,not present,0,0,
5/8/18,22:30:00,1.554,0.233,4.415,2.132,0.044,0.021,4.04,24,not present,0,0,
5/8/18,22:40:00,0.786,-0.384,3.087,1.063,0.03,0.01,4.03,22.8,not present,0,0,
5/8/18,22:50:00,0.478,-0.708,2.556,0.503,0.025,0.005,4.02,22.2,not present,0,0,
5/8/18,23:00:00,-0.047,-0.904,1.645,0.165,0.016,0.001,4,22,not present,0,0,
5/8/18,23:10:00,0.327,-0.789,2.294,0.364,0.022,0.003,4,21.4,not present,0,0,
5/8/18,23:20:00,0.221,-1.014,2.111,-0.024,0.021,0,3.99,21.2,not present,0,0,
5/8/18,23:30:00,0.306,-0.965,2.258,0.059,0.022,0,3.98,21.5,not present,0,0,
5/8/18,23:40:00,0.258,-0.867,2.175,0.228,0.021,0.002,3.97,21.1,not present,0,0,
5/8/18,23:50:00,-0.106,-1.291,1.544,-0.503,0.015,-0.005,3.97,21.2,not present,0,0,
6/8/18,0:00:00,-0.094,-1.266,1.564,-0.46,0.015,-0.004,3.96,21,not present,0,0,
6/8/18,0:10:00,-0.21,-1.308,1.364,-0.533,0.013,-0.005,3.96,20.9,not present,0,0,
6/8/18,0:20:00,-0.242,-1.579,1.309,-1.001,0.013,-0.01,3.96,20.7,not present,0,0,
6/8/18,0:30:00,-0.552,-1.49,0.773,-0.848,0.007,-0.008,3.95,20.8,not present,0,0,
6/8/18,0:40:00,-0.253,-1.428,1.29,-0.741,0.012,-0.007,3.95,20.7,not present,0,0,
6/8/18,0:50:00,-0.645,-1.61,0.613,-1.055,0.006,-0.01,3.95,20.5,not present,0,0,
6/8/18,1:00:00,-0.428,-1.545,0.988,-0.942,0.009,-0.009,3.95,20.5,not present,0,0,
6/8/18,1:10:00,-0.559,-1.628,0.762,-1.086,0.007,-0.01,3.94,20.4,not present,0,0,
6/8/18,1:20:00,-0.779,-1.852,0.381,-1.473,0.003,-0.014,3.94,20.4,not present,0,0,
6/8/18,1:30:00,-0.765,-1.766,0.404,-1.323,0.004,-0.013,3.94,20.4,not present,0,0,
6/8/18,1:40:00,-0.686,-2.125,0.542,-1.945,0.005,-0.019,3.93,20.2,not present,0,0,
6/8/18,1:50:00,-0.846,-1.852,0.264,-1.473,0.002,-0.014,3.93,20.2,not present,0,0,
6/8/18,2:00:00,-0.901,-1.908,0.169,-1.569,0.001,-0.015,3.92,20.4,not present,0,0,
6/8/18,2:10:00,-1.112,-1.674,-0.193,-1.166,-0.001,-0.011,3.92,20.29,not present,0,0,
6/8/18,2:20:00,-0.992,-1.859,0.012,-1.485,0,-0.014,3.92,20.1,not present,0,0,
6/8/18,2:30:00,-0.935,-2.168,0.111,-2.019,0.001,-0.02,3.91,20.29,not present,0,0,
6/8/18,2:40:00,-0.849,-2.162,0.259,-2.009,0.002,-0.02,3.91,20.1,not present,0,0,
6/8/18,2:50:00,-1.04,-2.194,-0.069,-2.064,0,-0.02,3.9,20,not present,0,0,
6/8/18,3:00:00,-1.244,-2.209,-0.423,-2.09,-0.004,-0.02,3.9,20.29,not present,0,0,
6/8/18,3:10:00,-0.721,-2.037,0.48,-1.793,0.004,-0.017,3.89,20.29,not present,0,0,
6/8/18,3:20:00,-0.577,-1.65,0.729,-1.124,0.007,-0.011,3.89,20.2,not present,0,0,
6/8/18,3:30:00,-0.694,-1.899,0.527,-1.554,0.005,-0.015,3.88,20.4,not present,0,0,
6/8/18,3:40:00,-0.708,-1.848,0.503,-1.466,0.005,-0.014,3.88,20.29,not present,0,0,
6/8/18,3:50:00,-0.78,-2.145,0.38,-1.979,0.003,-0.019,3.87,20,not present,0,0,
6/8/18,4:00:00,-0.86,-1.973,0.241,-1.681,0.002,-0.016,3.87,20.4,not present,0,0,
6/8/18,4:10:00,-0.745,-1.813,0.439,-1.406,0.004,-0.014,3.86,20.2,not present,0,0,
6/8/18,4:20:00,-0.953,-2.196,0.08,-2.067,0,-0.02,3.86,19.79,not present,0,0,
6/8/18,4:30:00,-0.669,-1.97,0.57,-1.676,0.005,-0.016,3.85,20.1,not present,0,0,
6/8/18,4:40:00,-0.813,-2.023,0.321,-1.768,0.003,-0.017,3.85,20,not present,0,0,
6/8/18,4:50:00,-0.69,-2.03,0.534,-1.78,0.005,-0.017,3.85,20,not present,0,0,
6/8/18,5:00:00,-0.092,-1.203,1.569,-0.352,0.015,-0.003,3.84,20.2,not present,0,0,
6/8/18,5:10:00,0.55,-0.815,2.68,0.318,0.026,0.003,3.84,20.29,not present,0,0,
6/8/18,5:20:00,0.655,-0.549,2.861,0.778,0.028,0.007,3.83,20.4,not present,0,0,
6/8/18,5:30:00,0.607,-0.517,2.778,0.833,0.027,0.008,3.83,20.6,not present,0,0,
6/8/18,5:40:00,0.956,-0.341,3.38,1.138,0.033,0.011,3.83,20.5,not present,0,0,
6/8/18,5:50:00,0.576,-0.544,2.723,0.787,0.027,0.007,3.82,20.29,not present,0,0,
6/8/18,6:00:00,0.436,-0.59,2.483,0.707,0.024,0.007,3.82,20.2,not present,0,0,
6/8/18,6:10:00,0.757,-0.721,3.037,0.481,0.03,0.004,3.82,19.79,not present,0,0,
6/8/18,6:20:00,0.443,-0.864,2.495,0.233,0.024,0.002,3.81,19.79,not present,0,0,
6/8/18,6:30:00,0.805,-0.426,3.121,0.99,0.031,0.009,3.81,20.2,not present,0,0,
6/8/18,6:40:00,1.354,0.404,4.068,2.426,0.04,0.024,3.81,20.1,present,0,0,
6/8/18,6:50:00,1.784,0.635,4.813,2.827,0.048,0.028,3.81,20.1,not present,0,0,
6/8/18,7:00:00,1.989,0.758,5.166,3.039,0.051,0.03,3.8,20.7,present,0,0,
6/8/18,7:10:00,2.708,1.586,6.41,4.469,0.064,0.044,3.8,20.6,present,0,0,
6/8/18,7:20:00,3.705,2.606,8.132,6.233,0.081,0.062,3.8,21,present,0,0,
6/8/18,7:30:00,4.97,3.788,10.318,8.276,0.103,0.082,3.8,21.8,present,0,0,
6/8/18,7:40:00,6.048,4.567,12.182,9.621,0.121,0.096,3.8,21.8,present,0,0,
6/8/18,7:50:00,6.447,4.823,12.872,10.064,0.128,0.1,3.79,22.1,present,0,0,
6/8/18,8:00:00,6.078,4.684,12.234,9.824,0.122,0.098,3.79,22.3,present,0,0,
6/8/18,8:10:00,5.531,4.237,11.288,9.051,0.112,0.09,3.79,22.2,present,0,0,
6/8/18,8:20:00,5.216,4.1,10.744,8.815,0.107,0.088,3.79,22,present,0,0,
6/8/18,8:30:00,4.469,3.482,9.453,7.747,0.094,0.077,3.79,22,present,0,0,
6/8/18,8:40:00,5.175,3.935,10.672,8.53,0.106,0.085,3.79,22.3,present,0,0,
6/8/18,8:50:00,3.226,2.073,7.304,5.312,0.073,0.053,3.79,22,present,0,0,
6/8/18,9:00:00,2.726,1.267,6.439,3.918,0.064,0.039,3.78,22.3,present,0,0,
6/8/18,9:10:00,2.415,1.072,5.903,3.582,0.059,0.035,3.78,21.5,not present,0,0,
6/8/18,9:20:00,0.61,-0.647,2.782,0.608,0.027,0.006,3.78,20.9,not present,0,0,
6/8/18,9:30:00,0.023,-1.356,1.768,-0.616,0.017,-0.006,3.78,20.8,present,0,0,
6/8/18,9:40:00,-0.546,-1.782,0.783,-1.351,0.007,-0.013,3.78,20.7,present,0,0,
6/8/18,9:50:00,-0.851,-2.226,0.256,-2.12,0.002,-0.021,3.78,20.8,present,0,0,
6/8/18,10:00:00,-0.734,-2.01,0.458,-1.746,0.004,-0.017,3.78,21.2,present,0,0,
6/8/18,10:10:00,-0.524,-1.797,0.822,-1.377,0.008,-0.013,3.78,23.1,present,0,0,
6/8/18,10:20:00,0.214,-1.203,2.099,-0.35,0.02,-0.003,3.78,24.4,present,0,0,
6/8/18,10:30:00,0.098,-1.222,1.898,-0.383,0.018,-0.003,3.78,24.4,present,0,0,
6/8/18,10:40:00,-0.041,-1.328,1.656,-0.567,0.016,-0.005,3.78,24.3,present,0,0,
6/8/18,10:50:00,0.048,-1.226,1.811,-0.392,0.018,-0.003,3.78,24.8,present,0,0,
6/8/18,11:00:00,0.459,-0.862,2.521,0.237,0.025,0.002,3.77,24.4,present,0,0,
6/8/18,11:10:00,0.283,-1.074,2.218,-0.127,0.022,-0.001,3.77,24.1,present,0,0,
6/8/18,11:20:00,0.534,-0.585,2.652,0.715,0.026,0.007,3.78,24.7,present,0,0,
6/8/18,11:30:00,1.825,0.814,4.883,3.135,0.048,0.031,3.78,28.1,present,8.92,134.1,
6/8/18,11:40:00,3.065,2.353,7.026,5.795,0.07,0.057,3.81,35.59,present,16.31,177,
6/8/18,11:50:00,5.763,4.622,11.688,9.717,0.116,0.097,3.82,39.9,present,16.44,176.1,
6/8/18,12:00:00,6.682,5.611,13.276,11.426,0.132,0.114,3.83,40.59,present,17.04,144.3,
6/8/18,12:10:00,6.545,5.14,13.041,10.612,0.13,0.106,3.83,39,present,8.99,165.3,
6/8/18,12:20:00,7.189,5.784,14.153,11.725,0.141,0.117,3.86,41.5,present,16.64,173.7,
6/8/18,12:30:00,7.849,6.22,15.294,12.479,0.152,0.124,3.87,41.3,present,15.97,183.3,
6/8/18,12:40:00,9.627,8.224,18.367,15.942,0.183,0.159,3.89,42.5,present,16.26,179.7,
6/8/18,12:50:00,9.865,8.336,18.778,16.136,0.187,0.161,3.91,41,present,17.89,88.8,
6/8/18,13:00:00,11.841,9.881,22.194,18.807,0.221,0.188,3.94,43.6,present,16.95,169.2,
6/8/18,13:10:00,12.983,11.036,24.167,20.803,0.241,0.208,3.96,43.6,present,16.29,179.7,
6/8/18,13:20:00,15.297,12.772,28.166,23.802,0.281,0.238,3.98,43.3,present,17.37,164.1,
6/8/18,13:30:00,16.294,13.257,29.89,24.641,0.298,0.246,4,44.2,present,18.19,155.1,
6/8/18,13:40:00,16.366,13.432,30.015,24.943,0.3,0.249,4.03,44.4,present,17.6,161.39,
6/8/18,13:50:00,16.051,12.829,29.47,23.901,0.294,0.239,4.07,44.3,present,16.64,173.7,
6/8/18,14:00:00,16.285,12.896,29.874,24.017,0.298,0.24,4.1,44.4,present,19.11,145.8,
6/8/18,14:10:00,16.222,12.681,29.765,23.645,0.297,0.236,4.13,43.7,present,16.28,150.6,
6/8/18,14:20:00,15.113,12.682,27.848,23.646,0.278,0.236,4.15,41.7,present,17.51,90.3,
6/8/18,14:30:00,13.5,11.471,25.061,21.554,0.25,0.215,4.17,37.9,present,18.35,84.9,
6/8/18,14:40:00,16.021,13.026,29.418,24.241,0.294,0.242,4.18,36.7,present,16.34,94.2,
6/8/18,14:50:00,16.562,13.428,30.352,24.936,0.303,0.249,4.2,36.7,present,18.06,73.8,
6/8/18,15:00:00,14.508,12.079,26.802,22.605,0.268,0.226,4.2,33.8,present,8.89,121.2,
6/8/18,15:10:00,12.2,10.736,22.813,20.284,0.228,0.202,4.2,31.7,present,9.06,125.4,
6/8/18,15:20:00,11.746,10.123,22.029,19.225,0.22,0.192,4.2,30.9,present,17.65,40.2,
6/8/18,15:30:00,11.634,9.935,21.836,18.9,0.218,0.189,4.2,30.9,present,17.1,41.7,
6/8/18,15:40:00,9.556,7.958,18.243,15.483,0.182,0.154,4.19,28.5,present,0,0,
6/8/18,15:50:00,7.506,6.163,14.702,12.38,0.147,0.123,4.18,27.1,present,0,0,
6/8/18,16:00:00,5.925,4.857,11.969,10.123,0.119,0.101,4.17,26.7,present,0,0,
6/8/18,16:10:00,5.815,4.529,11.779,9.556,0.117,0.095,4.17,27.1,present,0,0,
6/8/18,16:20:00,6.007,4.759,12.11,9.954,0.121,0.099,4.18,28.6,present,8.22,105.3,
6/8/18,16:30:00,6.588,5.167,13.115,10.658,0.131,0.106,4.16,27.3,present,0,0,
6/8/18,16:40:00,5.612,4.018,11.427,8.672,0.114,0.086,4.15,25.9,present,0,0,
6/8/18,16:50:00,3.532,2.412,7.833,5.898,0.078,0.058,4.15,25,present,0,0,
6/8/18,17:00:00,2.068,1.037,5.303,3.521,0.053,0.035,4.14,24.6,present,0,0,
6/8/18,17:10:00,1.819,0.536,4.873,2.655,0.048,0.026,4.13,24.4,present,0,0,
6/8/18,17:20:00,1.547,0.547,4.402,2.674,0.044,0.026,4.13,24.3,present,0,0,
6/8/18,17:30:00,1.806,0.961,4.85,3.389,0.048,0.033,4.12,24.5,present,0,0,
6/8/18,17:40:00,2.156,1.255,5.456,3.897,0.054,0.038,4.12,24.6,present,0,0,
6/8/18,17:50:00,3.637,2.65,8.015,6.309,0.08,0.063,4.11,25.1,present,0,0,
6/8/18,18:00:00,4.68,3.807,9.818,8.309,0.098,0.083,4.11,25.7,present,0,0,
6/8/18,18:10:00,4.482,3.472,9.474,7.73,0.094,0.077,4.1,25.2,present,0,0,
6/8/18,18:20:00,4.543,3.46,9.58,7.708,0.095,0.077,4.1,25.4,present,0,0,
6/8/18,18:30:00,3.973,2.911,8.596,6.76,0.085,0.067,4.09,25.1,present,0,0,
6/8/18,18:40:00,3.174,2.03,7.215,5.238,0.072,0.052,4.08,24.8,present,0,0,
6/8/18,18:50:00,2.765,1.783,6.508,4.81,0.065,0.048,4.08,24.5,present,0,0,
6/8/18,19:00:00,3.033,2.042,6.97,5.259,0.069,0.052,4.08,24.5,present,0,0,
6/8/18,19:10:00,2.692,1.537,6.381,4.384,0.063,0.043,4.07,24.3,present,0,0,
6/8/18,19:20:00,2.613,1.62,6.245,4.529,0.062,0.045,4.07,24.2,present,0,0,
6/8/18,19:30:00,2.775,1.679,6.524,4.631,0.065,0.046,4.06,24.4,present,0,0,
6/8/18,19:40:00,2.038,0.963,5.252,3.392,0.052,0.033,4.06,23.7,not present,0,0,
6/8/18,19:50:00,1.305,0.209,3.984,2.091,0.039,0.02,4.06,23.1,not present,0,0,
6/8/18,20:00:00,0.911,-0.552,3.303,0.772,0.033,0.007,4.05,23.2,not present,0,0,
6/8/18,20:10:00,0.584,-0.334,2.738,1.149,0.027,0.011,4.04,22.8,not present,0,0,
6/8/18,20:20:00,0.319,-0.459,2.28,0.934,0.022,0.009,4.03,22.3,not present,0,0,
6/8/18,20:30:00,0.181,-0.754,2.042,0.423,0.02,0.004,4.02,22.4,not present,0,0,
6/8/18,20:40:00,0.113,-0.936,1.925,0.109,0.019,0.001,4,22.1,not present,0,0,
6/8/18,20:50:00,0.144,-0.946,1.977,0.093,0.019,0,4,21.9,not present,0,0,
6/8/18,21:00:00,0.172,-1.316,2.026,-0.546,0.02,-0.005,3.99,22,not present,0,0,
6/8/18,21:10:00,-0.055,-1.487,1.631,-0.843,0.016,-0.008,3.98,21.7,not present,0,0,
6/8/18,21:20:00,-0.091,-1.388,1.57,-0.671,0.015,-0.006,3.97,21.7,not present,0,0,
6/8/18,21:30:00,-0.288,-1.622,1.229,-1.075,0.012,-0.01,3.97,21.9,not present,0,0,
6/8/18,21:40:00,-0.117,-1.434,1.524,-0.751,0.015,-0.007,3.96,21.6,not present,0,0,
6/8/18,21:50:00,-0.024,-1.295,1.686,-0.511,0.016,-0.005,3.96,21.5,not present,0,0,
6/8/18,22:00:00,0.148,-1.239,1.985,-0.414,0.019,-0.004,3.95,21.6,not present,0,0,
6/8/18,22:10:00,-0.042,-1.162,1.655,-0.28,0.016,-0.002,3.95,21.2,not present,0,0,
6/8/18,22:20:00,-0.042,-1.141,1.655,-0.245,0.016,-0.002,3.95,21.2,not present,0,0,
6/8/18,22:30:00,-0.364,-1.645,1.099,-1.115,0.01,-0.011,3.94,21.3,not present,0,0,
6/8/18,22:40:00,-0.262,-1.637,1.274,-1.101,0.012,-0.011,3.94,21,not present,0,0,
6/8/18,22:50:00,-0.527,-1.625,0.816,-1.081,0.008,-0.01,3.94,20.7,not present,0,0,
6/8/18,23:00:00,-0.646,-1.6,0.61,-1.037,0.006,-0.01,3.93,20.7,not present,0,0,
6/8/18,23:10:00,-0.521,-2.064,0.827,-1.839,0.008,-0.018,3.93,20.4,not present,0,0,
6/8/18,23:20:00,-0.578,-1.92,0.728,-1.591,0.007,-0.015,3.93,20.1,not present,0,0,
6/8/18,23:30:00,-0.833,-2.064,0.287,-1.839,0.002,-0.018,3.92,20.4,not present,0,0,
6/8/18,23:40:00,-0.997,-2.401,0.004,-2.422,0,-0.024,3.92,19.79,not present,0,0,
6/8/18,23:50:00,-0.767,-2.213,0.401,-2.097,0.004,-0.02,3.92,19.6,not present,0,0,
7/8/18,0:00:00,-0.965,-2.063,0.059,-1.838,0,-0.018,3.91,19.79,not present,0,0,
7/8/18,0:10:00,-1.136,-2.257,-0.236,-2.172,-0.002,-0.021,3.9,19.4,not present,0,0,
7/8/18,0:20:00,-0.979,-2.356,0.035,-2.344,0,-0.023,3.9,19.5,not present,0,0,
7/8/18,0:30:00,-1.049,-2.496,-0.085,-2.587,0,-0.025,3.9,19.29,not present,0,0,
7/8/18,0:40:00,-0.928,-2.333,0.122,-2.304,0.001,-0.023,3.89,19.1,not present,0,0,
7/8/18,0:50:00,-1.165,-2.365,-0.286,-2.36,-0.002,-0.023,3.89,19,not present,0,0,
7/8/18,1:00:00,-1.504,-2.458,-0.871,-2.52,-0.008,-0.025,3.88,18.79,not present,0,0,
7/8/18,1:10:00,-1.359,-2.449,-0.621,-2.505,-0.006,-0.025,3.88,18.7,not present,0,0,
7/8/18,1:20:00,-1.358,-2.58,-0.62,-2.731,-0.006,-0.027,3.87,18.7,not present,0,0,
7/8/18,1:30:00,-1.391,-2.73,-0.676,-2.99,-0.006,-0.029,3.87,18.9,not present,0,0,
7/8/18,1:40:00,-1.136,-2.466,-0.235,-2.534,-0.002,-0.025,3.86,18.79,not present,0,0,
7/8/18,1:50:00,-1.424,-2.701,-0.733,-2.94,-0.007,-0.029,3.86,18.5,not present,0,0,
7/8/18,2:00:00,-1.514,-2.251,-0.888,-2.162,-0.008,-0.021,3.85,18.7,not present,0,0,
7/8/18,2:10:00,-1.387,-2.608,-0.669,-2.779,-0.006,-0.027,3.85,18.5,not present,0,0,
7/8/18,2:20:00,-1.248,-2.542,-0.429,-2.665,-0.004,-0.026,3.85,18.4,not present,0,0,
7/8/18,2:30:00,-1.535,-2.613,-0.925,-2.788,-0.009,-0.027,3.84,18.2,not present,0,0,
7/8/18,2:40:00,-1.342,-2.681,-0.591,-2.905,-0.005,-0.029,3.84,18.1,not present,0,0,
7/8/18,2:50:00,-1.562,-2.667,-0.972,-2.882,-0.009,-0.028,3.83,17.79,not present,0,0,
7/8/18,3:00:00,-1.446,-2.709,-0.771,-2.953,-0.007,-0.029,3.83,18.1,not present,0,0,
7/8/18,3:10:00,-1.429,-2.568,-0.742,-2.71,-0.007,-0.027,3.83,18.1,not present,0,0,
7/8/18,3:20:00,-1.462,-2.658,-0.798,-2.866,-0.007,-0.028,3.82,17.7,not present,0,0,
7/8/18,3:30:00,-1.517,-2.694,-0.893,-2.928,-0.008,-0.029,3.82,17.9,not present,0,0,
7/8/18,3:40:00,-1.442,-2.746,-0.765,-3.018,-0.007,-0.03,3.82,17.79,not present,0,0,
7/8/18,3:50:00,-1.697,-2.804,-1.205,-3.118,-0.012,-0.031,3.81,17.7,not present,0,0,
7/8/18,4:00:00,-1.457,-2.657,-0.791,-2.864,-0.007,-0.028,3.81,18,not present,0,0,
7/8/18,4:10:00,-1.612,-2.768,-1.058,-3.057,-0.01,-0.03,3.81,17.5,not present,0,0,
7/8/18,4:20:00,-1.476,-2.636,-0.823,-2.827,-0.008,-0.028,3.81,17.6,not present,0,0,
7/8/18,4:30:00,-1.719,-2.827,-1.242,-3.158,-0.012,-0.031,3.8,17.6,not present,0,0,
7/8/18,4:40:00,-1.589,-2.857,-1.019,-3.209,-0.01,-0.032,3.8,17.5,not present,0,0,
7/8/18,4:50:00,-1.412,-2.702,-0.712,-2.942,-0.007,-0.029,3.8,17.5,not present,0,0,
7/8/18,5:00:00,-1.458,-2.702,-0.792,-2.942,-0.007,-0.029,3.79,17.6,not present,0,0,
7/8/18,5:10:00,-1.735,-2.861,-1.27,-3.216,-0.012,-0.032,3.79,17.6,not present,0,0,
7/8/18,5:20:00,-1.525,-2.549,-0.907,-2.677,-0.009,-0.026,3.79,17.6,not present,0,0,
7/8/18,5:30:00,-1.579,-2.717,-1.001,-2.967,-0.01,-0.029,3.79,17.6,not present,0,0,
7/8/18,5:40:00,-1.402,-2.676,-0.696,-2.896,-0.006,-0.028,3.79,17.5,not present,0,0,
7/8/18,5:50:00,-1.495,-2.695,-0.856,-2.929,-0.008,-0.029,3.79,17.6,not present,0,0,
7/8/18,6:00:00,-1.58,-2.677,-1.004,-2.899,-0.01,-0.028,3.78,17.6,not present,0,0,
7/8/18,6:10:00,-1.544,-2.551,-0.941,-2.681,-0.009,-0.026,3.78,17.4,not present,0,0,
7/8/18,6:20:00,-1.435,-2.614,-0.753,-2.789,-0.007,-0.027,3.78,17.6,not present,0,0,
7/8/18,6:30:00,-1.4,-2.651,-0.692,-2.854,-0.006,-0.028,3.78,17.9,not present,0,0,
7/8/18,6:40:00,-1.542,-2.801,-0.937,-3.113,-0.009,-0.031,3.78,17.7,present,0,0,
7/8/18,6:50:00,-1.714,-2.754,-1.234,-3.032,-0.012,-0.03,3.78,18.1,present,0,0,
7/8/18,7:00:00,-1.778,-2.871,-1.344,-3.234,-0.013,-0.032,3.78,18.6,present,0,0,
7/8/18,7:10:00,-1.799,-3.021,-1.382,-3.493,-0.013,-0.034,3.78,19.2,present,0,0,
7/8/18,7:20:00,-1.451,-2.601,-0.78,-2.768,-0.007,-0.027,3.77,20,present,0,0,
7/8/18,7:30:00,-1.087,-2.383,-0.151,-2.39,-0.001,-0.023,3.77,20.7,present,0,0,
7/8/18,7:40:00,-0.014,-1.322,1.702,-0.557,0.017,-0.005,3.77,21.3,present,0,0,
7/8/18,7:50:00,1.306,-0.17,3.985,1.434,0.039,0.014,3.77,22.3,present,0,0,
7/8/18,8:00:00,3.848,2.092,8.379,5.344,0.083,0.053,3.77,23.7,present,0,0,
7/8/18,8:10:00,7.004,5.054,13.834,10.463,0.138,0.104,3.78,25.8,present,0,0,
7/8/18,8:20:00,8.351,6.607,16.161,13.148,0.161,0.131,3.77,26.3,present,0,0,
7/8/18,8:30:00,9.315,7.273,17.827,14.298,0.178,0.142,3.78,27.3,present,7.83,99.6,
7/8/18,8:40:00,10.647,8.534,20.131,16.478,0.201,0.164,3.78,29.3,present,8.51,122.4,
7/8/18,8:50:00,11.067,9.071,20.855,17.406,0.208,0.174,3.78,30.3,present,8.18,112.8,
7/8/18,9:00:00,12.467,9.926,23.275,18.883,0.232,0.188,3.79,31.3,present,8.71,147.89,
7/8/18,9:10:00,13.62,10.809,25.268,20.41,0.252,0.204,3.81,37.09,present,17.86,157.2,
7/8/18,9:20:00,15.092,12.001,27.813,22.47,0.278,0.224,3.82,41.6,present,17.37,163.8,
7/8/18,9:30:00,16.038,12.893,29.446,24.012,0.294,0.24,3.83,45,present,17.68,161.39,
7/8/18,9:40:00,16.711,13.169,30.611,24.489,0.306,0.244,3.85,45.6,present,15.94,184.8,
7/8/18,9:50:00,14.559,12.116,26.891,22.669,0.268,0.226,3.84,39.9,present,8.96,162,
7/8/18,10:00:00,15.94,12.757,29.278,23.777,0.292,0.237,3.88,43.6,present,19.7,140.39,
7/8/18,10:10:00,15.989,12.622,29.363,23.542,0.293,0.235,3.88,43.6,present,19.7,140.39,
7/8/18,10:20:00,16.764,13.503,30.701,25.066,0.307,0.25,3.93,43.5,present,18.42,152.7,
7/8/18,10:30:00,17.696,13.505,32.313,25.069,0.323,0.25,3.95,44.6,present,16.29,179.4,
7/8/18,10:40:00,16.217,13.092,29.757,24.356,0.297,0.243,3.97,43.7,present,19.81,139.8,
7/8/18,10:50:00,16.569,13.361,30.365,24.821,0.303,0.248,4,43.9,present,17.41,164.1,
7/8/18,11:00:00,16.558,13.46,30.347,24.992,0.303,0.249,4.02,44.6,present,18.54,151.2,
7/8/18,11:10:00,17.096,13.628,31.276,25.283,0.312,0.252,4.05,43.8,present,19.7,140.39,
7/8/18,11:20:00,16.503,13.407,30.25,24.899,0.302,0.248,4.08,43,present,18.32,153,
7/8/18,11:30:00,16.691,13.106,30.576,24.379,0.305,0.243,4.1,42.2,present,17.54,162,
7/8/18,11:40:00,17.215,13.463,31.481,24.996,0.314,0.249,4.13,44.2,present,15.47,192.6,
7/8/18,11:50:00,17.603,14.432,32.151,26.671,0.321,0.266,4.16,42.2,present,17.95,87.6,
7/8/18,12:00:00,17.75,13.517,32.406,25.091,0.324,0.25,4.17,39.59,present,17.39,89.1,
7/8/18,12:10:00,15.956,12.816,29.306,23.879,0.293,0.238,4.19,36.9,present,16.87,90,
7/8/18,12:20:00,15.01,12.315,27.671,23.013,0.276,0.23,4.2,35.09,present,17.49,60.3,
7/8/18,12:30:00,15.032,12.298,27.708,22.983,0.277,0.229,4.2,32.59,present,18.84,42.9,
