Date,Time,Uncorrected Out (cm/hr),Uncorrected In (cm/hr),Corrected Out (cm/hr),Corrected In (cm/hr),Sap Flow Out (kg/hr),Sap Flow In (kg/hr),Internal Battery Voltage (V),Internal Battery Temperature (∞C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Message
21/03/2018,19:50:00,-3.62,-2.093,-4.529,-1.89,-0.045,-0.018,4.07,-1.7,not present,0,0,
21/03/2018,20:00:00,-3.435,-2.186,-4.209,-2.05,-0.042,-0.02,4.07,-1.7,not present,0,0,
21/03/2018,20:10:00,-3.077,-1.9,-3.589,-1.555,-0.035,-0.015,4.06,-1.8,not present,0,0,
21/03/2018,20:20:00,-1.704,-0.531,-1.218,0.81,-0.012,0.008,4.06,-2.4,not present,0,0,
21/03/2018,20:30:00,0.038,1.317,1.794,4.006,0.017,0.04,4.06,-2.7,not present,0,0,
21/03/2018,20:40:00,0.998,1.872,3.454,4.964,0.034,0.049,4.06,-2.9,not present,0,0,
21/03/2018,20:50:00,0.678,1.713,2.9,4.69,0.029,0.046,4.05,-3.1,not present,0,0,
21/03/2018,21:00:00,0.214,1.353,2.098,4.068,0.02,0.04,4.05,-3.2,not present,0,0,
21/03/2018,21:10:00,-0.156,1.083,1.457,3.601,0.014,0.036,4.04,-3.5,not present,0,0,
21/03/2018,21:20:00,-0.449,0.844,0.952,3.187,0.009,0.031,4.04,-3.6,not present,0,0,
21/03/2018,21:30:00,-0.723,0.61,0.478,2.784,0.004,0.027,4.03,-3.7,not present,0,0,
21/03/2018,21:40:00,-0.918,0.316,0.14,2.274,0.001,0.022,4.02,-3.9,not present,0,0,
21/03/2018,21:50:00,-1.207,-0.104,-0.358,1.546,-0.003,0.015,4,-4.19,not present,0,0,
21/03/2018,22:00:00,-1.715,-0.2,-1.236,1.382,-0.012,0.013,3.99,-4.3,not present,0,0,
21/03/2018,22:10:00,-1.683,-0.196,-1.18,1.389,-0.011,0.013,3.98,-4.5,not present,0,0,
21/03/2018,22:20:00,-1.786,-0.49,-1.359,0.88,-0.013,0.008,3.97,-4.69,not present,0,0,
21/03/2018,22:30:00,-1.82,-0.488,-1.417,0.883,-0.014,0.008,3.96,-4.69,not present,0,0,
21/03/2018,22:40:00,-1.961,-0.557,-1.661,0.764,-0.016,0.007,3.95,-4.8,not present,0,0,
21/03/2018,22:50:00,-1.813,-0.655,-1.405,0.595,-0.014,0.005,3.95,-5,not present,0,0,
21/03/2018,23:00:00,-2.099,-0.871,-1.899,0.221,-0.018,0.002,3.94,-5.1,not present,0,0,
21/03/2018,23:10:00,-2.318,-1.019,-2.279,-0.034,-0.022,0,3.94,-5.2,not present,0,0,
21/03/2018,23:20:00,-2.411,-0.997,-2.439,0.004,-0.024,0,3.93,-5.5,not present,0,0,
21/03/2018,23:30:00,-2.219,-1.019,-2.108,-0.034,-0.021,0,3.93,-5.7,not present,0,0,
21/03/2018,23:40:00,-2.374,-1.054,-2.374,-0.094,-0.023,0,3.92,-6,not present,0,0,
21/03/2018,23:50:00,-2.307,-1.179,-2.26,-0.309,-0.022,-0.003,3.92,-6.1,not present,0,0,
22/03/2018,0:00:00,-2.39,-1.317,-2.403,-0.547,-0.024,-0.005,3.92,-6.4,not present,0,0,
22/03/2018,0:10:00,-2.585,-1.324,-2.739,-0.56,-0.027,-0.005,3.91,-6.5,not present,0,0,
22/03/2018,0:20:00,-2.738,-1.469,-3.005,-0.811,-0.03,-0.008,3.91,-6.5,not present,0,0,
22/03/2018,0:30:00,-2.767,-1.49,-3.053,-0.848,-0.03,-0.008,3.91,-6.5,not present,0,0,
22/03/2018,0:40:00,-2.872,-1.425,-3.235,-0.734,-0.032,-0.007,3.9,-6.7,not present,0,0,
22/03/2018,0:50:00,-3.066,-1.634,-3.571,-1.096,-0.035,-0.01,3.9,-6.9,not present,0,0,
22/03/2018,1:00:00,-2.897,-1.485,-3.279,-0.839,-0.032,-0.008,3.9,-7,not present,0,0,
22/03/2018,1:10:00,-3.072,-1.667,-3.581,-1.154,-0.035,-0.011,3.9,-7.2,not present,0,0,
22/03/2018,1:20:00,-3.052,-1.61,-3.547,-1.055,-0.035,-0.01,3.89,-7.3,not present,0,0,
22/03/2018,1:30:00,-3.411,-1.65,-4.167,-1.123,-0.041,-0.011,3.89,-7.4,not present,0,0,
22/03/2018,1:40:00,-3.47,-1.716,-4.269,-1.238,-0.042,-0.012,3.89,-7.5,not present,0,0,
22/03/2018,1:50:00,-3.495,-1.803,-4.313,-1.389,-0.043,-0.013,3.89,-7.6,not present,0,0,
22/03/2018,2:00:00,-3.406,-1.985,-4.158,-1.703,-0.041,-0.017,3.88,-7.7,not present,0,0,
22/03/2018,2:10:00,-3.431,-1.808,-4.203,-1.397,-0.042,-0.013,3.88,-7.7,not present,0,0,
22/03/2018,2:20:00,-3.589,-1.709,-4.475,-1.226,-0.044,-0.012,3.88,-8,not present,0,0,
22/03/2018,2:30:00,-3.513,-1.718,-4.343,-1.241,-0.043,-0.012,3.87,-8,not present,0,0,
22/03/2018,2:40:00,-3.392,-1.783,-4.134,-1.354,-0.041,-0.013,3.87,-8.1,not present,0,0,
22/03/2018,2:50:00,-3.535,-1.799,-4.382,-1.381,-0.043,-0.013,3.87,-8,not present,0,0,
22/03/2018,3:00:00,-3.47,-1.805,-4.269,-1.392,-0.042,-0.013,3.86,-8.2,not present,0,0,
22/03/2018,3:10:00,-3.435,-1.857,-4.208,-1.481,-0.042,-0.014,3.86,-8.2,not present,0,0,
22/03/2018,3:20:00,-3.651,-1.921,-4.582,-1.592,-0.045,-0.015,3.85,-8.3,not present,0,0,
22/03/2018,3:30:00,-3.699,-1.873,-4.664,-1.51,-0.046,-0.015,3.85,-8.3,not present,0,0,
22/03/2018,3:40:00,-3.663,-1.961,-4.602,-1.661,-0.046,-0.016,3.85,-8.5,not present,0,0,
22/03/2018,3:50:00,-3.694,-1.952,-4.657,-1.646,-0.046,-0.016,3.85,-8.6,not present,0,0,
22/03/2018,4:00:00,-3.72,-1.841,-4.702,-1.453,-0.047,-0.014,3.84,-8.6,not present,0,0,
22/03/2018,4:10:00,-3.56,-1.975,-4.426,-1.686,-0.044,-0.016,3.84,-8.6,not present,0,0,
22/03/2018,4:20:00,-3.596,-1.99,-4.487,-1.712,-0.044,-0.017,3.84,-8.7,not present,0,0,
22/03/2018,4:30:00,-3.654,-2.094,-4.587,-1.891,-0.045,-0.018,3.83,-8.8,not present,0,0,
22/03/2018,4:40:00,-3.612,-1.963,-4.514,-1.665,-0.045,-0.016,3.83,-8.8,not present,0,0,
22/03/2018,4:50:00,-3.734,-2.111,-4.725,-1.921,-0.047,-0.019,3.83,-8.89,not present,0,0,
22/03/2018,5:00:00,-3.705,-2.098,-4.676,-1.899,-0.046,-0.018,3.82,-8.89,not present,0,0,
22/03/2018,5:10:00,-3.776,-2.066,-4.799,-1.842,-0.047,-0.018,3.82,-9.1,not present,0,0,
22/03/2018,5:20:00,-3.78,-2.093,-4.805,-1.89,-0.048,-0.018,3.82,-9.2,not present,0,0,
22/03/2018,5:30:00,-3.736,-2.044,-4.728,-1.805,-0.047,-0.018,3.81,-9.1,not present,0,0,
22/03/2018,5:40:00,-3.615,-2.154,-4.519,-1.995,-0.045,-0.019,3.81,-9.2,not present,0,0,
22/03/2018,5:50:00,-4.124,-2.05,-5.4,-1.815,-0.054,-0.018,3.81,-9.3,not present,0,0,
22/03/2018,6:00:00,-4.14,-2.205,-5.427,-2.083,-0.054,-0.02,3.81,-9.3,not present,0,0,
22/03/2018,6:10:00,-4.22,-2.32,-5.565,-2.283,-0.055,-0.022,3.8,-9.39,not present,0,0,
22/03/2018,6:20:00,-4.351,-2.219,-5.791,-2.108,-0.057,-0.021,3.8,-9.5,not present,0,0,
22/03/2018,6:30:00,-4.385,-2.291,-5.85,-2.231,-0.058,-0.022,3.8,-9.39,not present,0,0,
22/03/2018,6:40:00,-4.346,-2.379,-5.784,-2.383,-0.057,-0.023,3.79,-9.5,not present,0,0,
22/03/2018,6:50:00,-4.38,-2.541,-5.842,-2.663,-0.058,-0.026,3.79,-9.7,not present,0,0,
22/03/2018,7:00:00,-4.537,-2.362,-6.113,-2.354,-0.061,-0.023,3.79,-9.6,not present,0,0,
22/03/2018,7:10:00,-4.516,-2.038,-6.077,-1.795,-0.06,-0.017,3.79,-9.3,not present,0,0,
22/03/2018,7:20:00,-4.668,-2.25,-6.339,-2.161,-0.063,-0.021,3.79,-9,not present,0,0,
22/03/2018,7:30:00,-4.908,-2.55,-6.755,-2.679,-0.067,-0.026,3.79,-7.8,not present,0,0,
22/03/2018,7:40:00,-5.007,-2.516,-6.926,-2.62,-0.069,-0.026,3.79,-6.4,not present,0,0,
22/03/2018,7:50:00,-5.349,-2.418,-7.517,-2.451,-0.075,-0.024,3.79,-4.69,not present,0,0,
22/03/2018,8:00:00,-5.412,-2.54,-7.625,-2.661,-0.076,-0.026,3.79,-2.8,not present,0,0,
22/03/2018,8:10:00,-5.86,-2.796,-8.401,-3.104,-0.084,-0.031,3.79,-2.8,not present,0,0,
22/03/2018,8:20:00,-7.592,-2.792,-11.394,-3.098,-0.113,-0.03,3.79,1.1,not present,0,0,
22/03/2018,8:30:00,-8.051,-3.256,-12.187,-3.9,-0.121,-0.039,3.79,3,not present,0,0,
22/03/2018,8:40:00,-6.998,-3.739,-10.366,-4.734,-0.103,-0.047,3.79,4.6,not present,0,0,
22/03/2018,8:50:00,-5.689,-3.564,-8.105,-4.432,-0.081,-0.044,3.79,4.6,not present,0,0,
22/03/2018,9:00:00,-5.132,-3.164,-7.142,-3.74,-0.071,-0.037,3.79,5.8,not present,0,0,
22/03/2018,9:10:00,-5.001,-3.073,-6.916,-3.582,-0.069,-0.035,3.78,6.9,not present,0,0,
22/03/2018,9:20:00,-4.918,-3.137,-6.772,-3.694,-0.067,-0.036,3.78,7.6,not present,0,0,
22/03/2018,9:30:00,-4.91,-3.184,-6.758,-3.774,-0.067,-0.037,3.78,7.1,not present,0,0,
22/03/2018,9:40:00,-5.123,-3.176,-7.126,-3.761,-0.071,-0.037,3.78,8.89,not present,0,0,
22/03/2018,9:50:00,-5.166,-3.3,-7.201,-3.975,-0.072,-0.039,3.78,11,not present,0,0,
22/03/2018,10:00:00,-5.145,-3.383,-7.163,-4.119,-0.071,-0.041,3.78,10.3,not present,0,0,
22/03/2018,10:10:00,-5.096,-3.191,-7.079,-3.787,-0.07,-0.037,3.78,9.1,not present,0,0,
22/03/2018,10:20:00,-5.342,-3.28,-7.504,-3.941,-0.075,-0.039,3.77,9.39,not present,0,0,
22/03/2018,10:30:00,-5.405,-3.36,-7.614,-4.079,-0.076,-0.04,3.77,8.8,not present,0,0,
22/03/2018,10:40:00,-5.779,-3.52,-8.26,-4.355,-0.082,-0.043,3.77,8.2,not present,0,0,
22/03/2018,10:50:00,-5.868,-3.845,-8.413,-4.917,-0.084,-0.049,3.77,8.2,not present,0,0,
22/03/2018,11:00:00,-6.416,-3.933,-9.36,-5.069,-0.093,-0.05,3.77,10.5,not present,0,0,
22/03/2018,11:10:00,-6.334,-4.068,-9.219,-5.303,-0.092,-0.053,3.77,12.6,not present,0,0,
22/03/2018,11:20:00,-6.8,-4.393,-10.025,-5.864,-0.1,-0.058,3.77,15.2,not present,0,0,
22/03/2018,11:30:00,-6.862,-4.629,-10.132,-6.273,-0.101,-0.062,3.77,15.2,not present,0,0,
22/03/2018,11:40:00,-6.911,-4.609,-10.217,-6.237,-0.102,-0.062,3.77,17.5,not present,0,0,
22/03/2018,11:50:00,-6.821,-4.98,-10.061,-6.879,-0.1,-0.068,3.77,17.1,not present,0,0,
22/03/2018,12:00:00,-6.93,-4.997,-10.25,-6.909,-0.102,-0.069,3.76,18,not present,0,0,
22/03/2018,12:10:00,-6.764,-4.941,-9.962,-6.811,-0.099,-0.068,3.76,19.7,not present,0,0,
22/03/2018,12:20:00,-6.849,-4.961,-10.109,-6.846,-0.101,-0.068,3.76,22.6,not present,0,0,
22/03/2018,12:30:00,-6.78,-4.733,-9.99,-6.452,-0.099,-0.064,3.76,23.7,not present,0,0,
22/03/2018,12:40:00,-6.591,-4.963,-9.662,-6.849,-0.096,-0.068,3.76,22.6,not present,0,0,
22/03/2018,12:50:00,-6.613,-5.254,-9.701,-7.352,-0.097,-0.073,3.76,19,not present,0,0,
22/03/2018,13:00:00,-6.278,-5.045,-9.122,-6.991,-0.091,-0.069,3.76,16.1,not present,0,0,
22/03/2018,13:10:00,-5.947,-4.815,-8.551,-6.594,-0.085,-0.065,3.76,17.5,not present,0,0,
22/03/2018,13:20:00,-5.805,-4.709,-8.305,-6.411,-0.083,-0.064,3.75,22,not present,0,0,
22/03/2018,13:30:00,-6.488,-4.65,-9.485,-6.309,-0.094,-0.063,3.75,19.7,not present,0,0,
22/03/2018,13:40:00,-5.829,-4.775,-8.346,-6.524,-0.083,-0.065,3.75,17.6,not present,0,0,
22/03/2018,13:50:00,-5.856,-4.917,-8.394,-6.77,-0.083,-0.067,3.75,19.79,not present,0,0,
22/03/2018,14:00:00,-6.431,-4.741,-9.387,-6.465,-0.093,-0.064,3.75,22.7,not present,0,0,
22/03/2018,14:10:00,-5.957,-4.436,-8.567,-5.938,-0.085,-0.059,3.74,24.3,not present,0,0,
22/03/2018,14:20:00,-5.895,-4.423,-8.46,-5.916,-0.084,-0.059,3.74,23.3,not present,0,0,
22/03/2018,14:30:00,-5.893,-4.658,-8.458,-6.322,-0.084,-0.063,3.74,21.5,not present,0,0,
22/03/2018,14:40:00,-5.696,-4.52,-8.117,-6.085,-0.081,-0.06,3.74,16.6,not present,0,0,
22/03/2018,14:50:00,-5.433,-4.42,-7.662,-5.911,-0.076,-0.059,3.74,12.8,not present,0,0,
22/03/2018,15:00:00,-5.176,-4.259,-7.218,-5.632,-0.072,-0.056,3.74,11.3,not present,0,0,
22/03/2018,15:10:00,-4.967,-4.294,-6.856,-5.693,-0.068,-0.056,3.74,12.2,not present,0,0,
22/03/2018,15:20:00,-4.971,-4.085,-6.863,-5.332,-0.068,-0.053,3.73,14.6,not present,0,0,
22/03/2018,15:30:00,-4.949,-3.917,-6.826,-5.041,-0.068,-0.05,3.73,18.6,not present,0,0,
22/03/2018,15:40:00,-4.797,-3.836,-6.562,-4.901,-0.065,-0.049,3.73,21.2,not present,0,0,
22/03/2018,15:50:00,-4.856,-4.039,-6.665,-5.253,-0.066,-0.052,3.73,22.5,not present,0,0,
22/03/2018,16:00:00,-4.918,-3.833,-6.772,-4.897,-0.067,-0.048,3.72,22.7,not present,0,0,
22/03/2018,16:10:00,-4.365,-3.672,-5.815,-4.619,-0.058,-0.046,3.72,22.6,not present,0,0,
22/03/2018,16:20:00,-4.595,-3.449,-6.213,-4.233,-0.062,-0.042,3.72,22,not present,0,0,
22/03/2018,16:30:00,-4.697,-3.346,-6.389,-4.056,-0.063,-0.04,3.72,21.2,not present,0,0,
22/03/2018,16:40:00,-4.276,-3.186,-5.663,-3.779,-0.056,-0.037,3.72,19.6,not present,0,0,
22/03/2018,16:50:00,-4.363,-3.36,-5.812,-4.079,-0.058,-0.04,3.72,18.6,not present,0,0,
22/03/2018,17:00:00,-4.434,-3.388,-5.935,-4.128,-0.059,-0.041,3.71,20.1,not present,0,0,
22/03/2018,17:10:00,-4.181,-3.121,-5.498,-3.666,-0.054,-0.036,3.71,21.5,not present,0,0,
22/03/2018,17:20:00,-4.144,-3.151,-5.434,-3.718,-0.054,-0.037,3.71,23.4,not present,0,0,
22/03/2018,17:30:00,-3.861,-2.836,-4.945,-3.174,-0.049,-0.031,3.7,22.5,not present,0,0,
22/03/2018,17:40:00,-4.129,-2.907,-5.409,-3.296,-0.054,-0.032,3.7,20.6,not present,0,0,
22/03/2018,17:50:00,-4.127,-2.954,-5.405,-3.377,-0.054,-0.033,3.7,18.1,not present,0,0,
22/03/2018,18:00:00,-4.082,-2.896,-5.327,-3.277,-0.053,-0.032,3.7,17,not present,0,0,
22/03/2018,18:10:00,-4.197,-3.17,-5.525,-3.75,-0.055,-0.037,3.7,15.7,not present,0,0,
22/03/2018,18:20:00,-3.515,-2.103,-4.347,-1.906,-0.043,-0.019,3.7,12.8,not present,0,0,
22/03/2018,18:30:00,-2.943,-1.949,-3.359,-1.64,-0.033,-0.016,3.7,10.2,not present,0,0,
22/03/2018,18:40:00,-2.838,-2.288,-3.177,-2.227,-0.031,-0.022,3.69,7.9,not present,0,0,
22/03/2018,18:50:00,-2.898,-2.463,-3.281,-2.528,-0.032,-0.025,3.69,6.4,not present,0,0,
22/03/2018,19:00:00,-3.242,-2.489,-3.875,-2.574,-0.038,-0.025,3.68,5.8,not present,0,0,
22/03/2018,19:10:00,-3.119,-2.438,-3.663,-2.486,-0.036,-0.024,3.68,5.1,not present,0,0,
22/03/2018,19:20:00,-3.276,-2.372,-3.935,-2.371,-0.039,-0.023,3.68,4,not present,0,0,
22/03/2018,19:30:00,-3.246,-2.501,-3.883,-2.594,-0.038,-0.025,3.68,2.8,not present,0,0,
22/03/2018,19:40:00,-3.366,-2.349,-4.09,-2.331,-0.04,-0.023,3.68,1.9,not present,0,0,
22/03/2018,19:50:00,-3.257,-2.535,-3.901,-2.654,-0.039,-0.026,3.67,1.5,not present,0,0,
22/03/2018,20:00:00,-3.34,-2.561,-4.044,-2.699,-0.04,-0.026,3.67,0.8,not present,0,0,
22/03/2018,20:10:00,-3.457,-2.534,-4.247,-2.652,-0.042,-0.026,3.67,0.5,not present,0,0,
22/03/2018,20:20:00,-3.379,-2.602,-4.111,-2.77,-0.041,-0.027,3.67,0.5,not present,0,0,
22/03/2018,20:30:00,-3.539,-2.354,-4.389,-2.34,-0.043,-0.023,3.67,0.5,not present,0,0,
22/03/2018,20:40:00,-3.58,-2.425,-4.459,-2.463,-0.044,-0.024,3.65,-0.2,not present,0,0,
22/03/2018,20:50:00,-3.583,-2.624,-4.465,-2.806,-0.044,-0.028,3.64,-0.2,not present,0,0,
22/03/2018,21:00:00,,,,,,,3.64,-1,not present,0,0,skipped: low power.
22/03/2018,21:10:00,,,,,,,3.64,-1.2,not present,0,0,skipped: low power.
22/03/2018,21:20:00,,,,,,,3.62,-1.3,not present,0,0,skipped: low power.
22/03/2018,21:30:00,,,,,,,3.61,-1.4,not present,0,0,skipped: low power.
22/03/2018,21:40:00,,,,,,,3.6,-1.6,not present,0,0,skipped: low power.
23/03/2018,8:30:00,-4.864,-4.077,-6.678,-5.318,-0.066,-0.053,3.71,21,present,21.26,125.7,
23/03/2018,8:40:00,-4.927,-4.058,-6.788,-5.285,-0.067,-0.052,3.73,23.3,present,21.94,121.8,
23/03/2018,8:50:00,-4.95,-4.159,-6.827,-5.46,-0.068,-0.054,3.74,25,present,21.94,122.1,
23/03/2018,9:00:00,-5.017,-4.176,-6.944,-5.49,-0.069,-0.054,3.76,26.7,present,21.98,122.1,
23/03/2018,9:10:00,-5.325,-4.344,-7.476,-5.779,-0.074,-0.057,3.78,27.7,present,21.98,122.1,
23/03/2018,9:20:00,-5.548,-4.411,-7.86,-5.896,-0.078,-0.058,3.79,28.4,present,22.01,121.8,
23/03/2018,9:30:00,-5.507,-4.48,-7.789,-6.015,-0.077,-0.06,3.8,28.4,present,22.11,121.5,
23/03/2018,9:40:00,-5.661,-4.349,-8.056,-5.788,-0.08,-0.057,3.81,29.2,present,22.08,121.2,
23/03/2018,9:50:00,-5.891,-4.804,-8.453,-6.575,-0.084,-0.065,3.81,30.3,present,22.01,121.8,
23/03/2018,10:00:00,-5.976,-4.851,-8.601,-6.656,-0.086,-0.066,3.81,29.9,present,22.22,120.9,
23/03/2018,10:10:00,-6.351,-5.025,-9.249,-6.956,-0.092,-0.069,3.82,30.1,present,22.08,121.8,
23/03/2018,10:20:00,-6.52,-5.108,-9.541,-7.1,-0.095,-0.071,3.83,31.1,present,21.98,122.1,
23/03/2018,10:30:00,-6.541,-5.171,-9.577,-7.209,-0.095,-0.072,3.84,31.8,present,21.88,123.3,
23/03/2018,10:40:00,-6.544,-5.405,-9.583,-7.613,-0.095,-0.076,3.85,32.3,present,21.98,123,
23/03/2018,10:50:00,-6.601,-5.32,-9.681,-7.467,-0.096,-0.074,3.87,33.3,present,21.88,123.6,
23/03/2018,11:00:00,-6.488,-5.269,-9.486,-7.379,-0.094,-0.073,3.88,33.5,present,21.78,123.9,
23/03/2018,11:10:00,-6.644,-5.178,-9.754,-7.222,-0.097,-0.072,3.9,35.59,present,21.61,125.4,
23/03/2018,11:20:00,-6.167,-5.093,-8.931,-7.075,-0.089,-0.07,3.92,37.2,present,21.81,123.9,
23/03/2018,11:30:00,-6.244,-5.044,-9.064,-6.99,-0.09,-0.069,3.94,38.3,present,21.61,125.4,
23/03/2018,11:40:00,-6.248,-5.133,-9.071,-7.144,-0.09,-0.071,3.96,40.3,present,21.48,126.9,
23/03/2018,11:50:00,-5.926,-5.083,-8.514,-7.057,-0.085,-0.07,3.98,41.2,present,21.65,126,
23/03/2018,12:00:00,-5.794,-4.904,-8.285,-6.747,-0.082,-0.067,4,41.7,,,,
23/03/2018,12:10:00,-5.765,-4.782,-8.236,-6.536,-0.082,-0.065,4.02,42.9,present,21.55,126.6,
23/03/2018,12:20:00,-5.705,-4.743,-8.132,-6.47,-0.081,-0.064,4.05,42.6,present,21.45,126.9,
23/03/2018,12:30:00,-5.669,-4.451,-8.071,-5.965,-0.08,-0.059,4.09,41,,,,
23/03/2018,12:40:00,-5.481,-4.316,-7.745,-5.732,-0.077,-0.057,4.11,39.9,present,21.68,125.4,
23/03/2018,12:50:00,-5.592,-4.368,-7.937,-5.822,-0.079,-0.058,4.14,37.59,present,21.41,126.9,
23/03/2018,13:00:00,-5.483,-4.151,-7.749,-5.447,-0.077,-0.054,4.16,34.4,present,21.52,72,
23/03/2018,13:10:00,-4.937,-4.048,-6.805,-5.268,-0.068,-0.052,4.18,32.09,present,21.75,70.19,
23/03/2018,13:20:00,-4.87,-3.931,-6.689,-5.065,-0.066,-0.05,4.19,32.8,present,21.64,69.6,
23/03/2018,13:30:00,-5.106,-3.737,-7.096,-4.731,-0.07,-0.047,4.2,27.5,present,21.74,41.4,
23/03/2018,13:40:00,-4.324,-3.57,-5.745,-4.442,-0.057,-0.044,4.2,25.8,present,21.82,34.2,
23/03/2018,13:50:00,-4.208,-3.374,-5.545,-4.103,-0.055,-0.041,4.2,26.8,present,22.02,32.7,
23/03/2018,14:00:00,-4.755,-3.376,-6.49,-4.106,-0.064,-0.041,4.2,27.6,present,21.95,32.09,
23/03/2018,14:10:00,-4.687,-3.37,-6.373,-4.096,-0.063,-0.04,4.2,24.7,present,21.93,30.3,
23/03/2018,14:20:00,-4.073,-3.251,-5.311,-3.891,-0.053,-0.038,4.2,21,present,22.07,29.1,
23/03/2018,14:30:00,-4.309,-3.409,-5.719,-4.163,-0.057,-0.041,4.2,19,present,21.93,29.1,
23/03/2018,14:40:00,-4.226,-3.359,-5.576,-4.078,-0.055,-0.04,4.2,17.7,present,21.79,29.4,
23/03/2018,14:50:00,-3.978,-3.229,-5.148,-3.853,-0.051,-0.038,4.2,17.6,present,22.07,29.4,
23/03/2018,15:00:00,-3.726,-2.931,-4.712,-3.338,-0.047,-0.033,4.2,19.2,present,21.91,31.2,
23/03/2018,15:10:00,-3.97,-3.316,-5.133,-4.004,-0.051,-0.04,4.2,21.8,present,21.56,31.8,
23/03/2018,15:20:00,-3.766,-2.959,-4.782,-3.386,-0.047,-0.033,4.2,25.2,present,21.81,32.09,
23/03/2018,15:30:00,-3.843,-2.82,-4.915,-3.146,-0.049,-0.031,4.2,25.8,present,21.8,31.5,
23/03/2018,15:40:00,-4.146,-3.309,-5.437,-3.992,-0.054,-0.039,4.2,26.7,present,21.94,30.9,
23/03/2018,15:50:00,-4.011,-2.85,-5.204,-3.197,-0.052,-0.031,4.2,26.6,present,21.34,31.2,
23/03/2018,16:00:00,-3.604,-2.718,-4.501,-2.97,-0.045,-0.029,4.2,23.3,present,21.93,29.1,
23/03/2018,16:10:00,-3.904,-2.875,-5.019,-3.241,-0.05,-0.032,4.2,21.7,present,22.06,28.8,
23/03/2018,16:20:00,-3.163,-2.508,-3.738,-2.606,-0.037,-0.026,4.2,20.7,present,21.72,29.7,
23/03/2018,16:30:00,-3.651,-2.742,-4.581,-3.011,-0.045,-0.03,4.2,19.4,present,21.82,29.7,
23/03/2018,16:40:00,-3.747,-2.746,-4.748,-3.018,-0.047,-0.03,4.2,19.79,present,21.47,30,
23/03/2018,16:50:00,-3.364,-2.43,-4.085,-2.472,-0.04,-0.024,4.2,19.29,present,21.93,30,
23/03/2018,17:00:00,-3.201,-2.313,-3.804,-2.27,-0.038,-0.022,4.2,17.5,present,21.96,29.4,
23/03/2018,17:10:00,-3.481,-2.613,-4.289,-2.789,-0.042,-0.027,4.2,16.2,present,21.82,29.4,
23/03/2018,17:20:00,-3.422,-2.273,-4.186,-2.201,-0.041,-0.022,4.2,15.2,present,21.68,29.4,
23/03/2018,17:30:00,-3.111,-2.138,-3.649,-1.968,-0.036,-0.019,4.2,14.7,present,21.4,29.7,
23/03/2018,17:40:00,-3.024,-2.031,-3.499,-1.782,-0.034,-0.017,4.19,11.8,present,0,0,
23/03/2018,17:50:00,-3.29,-2.081,-3.959,-1.868,-0.039,-0.018,4.2,10.8,present,20.84,30.6,
23/03/2018,18:00:00,-3.19,-2.161,-3.785,-2.007,-0.037,-0.02,4.18,7.2,present,0,0,
23/03/2018,18:10:00,-3.337,-2.25,-4.039,-2.161,-0.04,-0.021,4.18,5.5,present,0,0,
23/03/2018,18:20:00,-3.218,-2.121,-3.834,-1.939,-0.038,-0.019,4.17,3.9,present,0,0,
23/03/2018,18:30:00,-3.224,-2.222,-3.843,-2.112,-0.038,-0.021,4.16,3,present,0,0,
23/03/2018,18:40:00,-3.433,-2.208,-4.206,-2.089,-0.042,-0.02,4.15,2.09,not present,0,0,
23/03/2018,18:50:00,-3.391,-2.088,-4.133,-1.881,-0.041,-0.018,4.15,1.5,not present,0,0,
23/03/2018,19:00:00,-3.248,-2.186,-3.886,-2.05,-0.038,-0.02,4.14,1,not present,0,0,
23/03/2018,19:10:00,-3.298,-2.383,-3.973,-2.39,-0.039,-0.023,4.13,0.2,not present,0,0,
23/03/2018,19:20:00,-3.634,-2.436,-4.553,-2.482,-0.045,-0.024,4.13,-0.3,not present,0,0,
23/03/2018,19:30:00,-3.39,-2.449,-4.13,-2.505,-0.041,-0.025,4.12,-0.2,not present,0,0,
23/03/2018,19:40:00,-3.333,-2.349,-4.032,-2.332,-0.04,-0.023,4.11,-0.8,not present,0,0,
23/03/2018,19:50:00,-3.46,-2.504,-4.252,-2.599,-0.042,-0.025,4.11,-1,not present,0,0,
23/03/2018,20:00:00,-3.333,-2.478,-4.033,-2.554,-0.04,-0.025,4.1,-1.2,not present,0,0,
23/03/2018,20:10:00,-3.468,-2.519,-4.266,-2.626,-0.042,-0.026,4.1,-1.5,not present,0,0,
23/03/2018,20:20:00,-3.579,-2.594,-4.457,-2.755,-0.044,-0.027,4.09,-1.7,not present,0,0,
23/03/2018,20:30:00,-3.579,-2.47,-4.458,-2.541,-0.044,-0.025,4.09,-1.7,not present,0,0,
23/03/2018,20:40:00,-3.628,-2.493,-4.542,-2.58,-0.045,-0.025,4.08,-1.8,not present,0,0,
23/03/2018,20:50:00,-3.462,-2.432,-4.256,-2.475,-0.042,-0.024,4.08,-2,not present,0,0,
23/03/2018,21:00:00,-3.684,-2.575,-4.64,-2.722,-0.046,-0.027,4.08,-2,not present,0,0,
23/03/2018,21:10:00,-3.509,-2.446,-4.337,-2.499,-0.043,-0.024,4.07,-2.3,not present,0,0,
23/03/2018,21:20:00,-3.372,-2.547,-4.101,-2.675,-0.041,-0.026,4.07,-2.4,not present,0,0,
